question,answer
5 lỗi trang điểm thường gặp ,"1. Màu viền môi quá đậm Màu chì thích hợp với màu son rất đậm. Nếu không, sẽ khiến đôi môi trông giả tạo, thô kệch. Tốt nhất là bạn nên có từng màu viền môi phù hợp với từng màu son. Nếu không, nên chọn một màu trung tính, thích hợp một cách tương đối với tất cả các màu son. 2. Bạn không dành đủ thời gian cần thiết để các lớp nền thẩm thấu vào da Thông thường khi trang điểm, để có một làn da hoàn hảo và mịn màng, bạn cần phải trang điểm thật kỹ với nhiều lớp phấn khác nhau. Nếu quá vội, những lớp giữ ẩm, phấn lót che khuyết điểm... sẽ không đuợc thẩm thấu tốt vào da, tạo ra từng lớp riêng biệt. Bạn cần lưu ý, khi đánh lớp kem giữ ẩm đầu tiên phải để chúng thẩm thấu vào da 10 phút truớc khi bôi những lớp khác. 3. Lớp che khuyết điểm quá mỏng Mục đích của lớp kem che khuyết điểm là để ngụy trang những vùng sạm da, mụn, sần sùi... Nếu bạn chọn lớp kem này có màu nhạt hơn so với da, sẽ không mang lại hiệu quả gì. 4. Phấn hồng Nhiều người thường dùng màu phấn nâu để làm gọn khuôn mặt, hai bên gò má. Tuy nhiên, nếu không khéo, sẽ phản tác dụng. Màu hồng nâu quá đậm sẽ làm da bạn trông đen sạm đi. Phấn hồng nâu không phải thích hợp với tất cả loại da. Để đôi má thêm xinh xắn, bạn chỉ cần dùng phấn má hồng màu hồng nhạt, hồng cam... sẽ tạo được vẻ đẹp tự nhiên nhất. 5. Chọn màu trang điểm quá sáng Một số màu trang điểm quá tươi hay quá sáng chỉ thích hợp với một số dịp đặc biệt. Nếu đi với trang phục thường ngày, sẽ trở nên lố bịch. Bạn nên chọn những màu sắc trung tính nhẹ, nhạt và phải phù hợp với làn da."
Gàu mãn tính,"Hiện tượng gàu xuất hiện trên da đầu được xem như một bệnh lý, do tình trạng da đầu bị bong tróc bất thường, diễn ra nhanh và nhiều. Có nhiều nguyên nhân gây ra gàu như tăng tiết bã nhờn da đầu, thay đổi pH da đầu, vi nấm P. ovale tăng sinh và tế bào da đầu tăng trưởng quá nhanh. Ngoài ra, một số yếu tố khác cũng góp phần gây ra gàu, như: sử dụng dầu gội đầu không đúng cách, xả nước không sạch, dầu gội đầu có nhiều chất nhờn hoặc có chất tẩy rửa mạnh; tinh thần bị căng thẳng, lo lắng, stress, mất ngủ...; dị ứng mỹ phẩm dùng trên đầu như keo xịt tóc, thuốc nhuộm tóc; mất cân bằng nội tiết tố (người có tăng tiết androgen...). Để điều trị, chị nên thử thực hiện các biện pháp đơn giản áp dụng tại nhà như gội đầu đều đặn mỗi ngày với dầu gội đầu thông thường. Khi gội cần xoa bóp nhẹ nhàng và để dầu gội đầu thấm xuống da đầu trong 2 - 3 phút. Lưu ý phải xả nước thật sạch sau khi gội. Dầu gội đầu thông thường sẽ giúp duy trì sự cân bằng độ pH trên da đầu và giảm thiểu nguy cơ bị gàu. Ăn nhiều rau quả, trái cây tươi. Nếu không hết, có thể chuyển sang sử dụng dầu gội đầu thuốc có chứa các chất sau: selenium sulfide, pyrithione kẽm, hắc ín, ketoconazole, salicylic acid, lưu huỳnh. Khi dùng những loại này cần lưu ý một số điều sau: Mỗi lần gội nên gội 2 lần liên tiếp để đạt kết quả tối ưu, xoa nhẹ nhàng dầu thuốc trên da đầu để tạo bọt và để như vậy trong 5-10 phút. Nếu tóc trở nên khô trong khi đang điều trị gàu bằng một dầu gội đầu thuốc, thì nên thay bằng dầu gội đầu thuốc khác hay dùng thêm dầu xả sau mỗi lần gội đầu. Sau khi đã hết sạch gàu, nên tiếp tục duy trì dầu gội đầu thuốc một thời gian nữa (2 - 3 tuần) để ngăn chặn tái phát sau điều trị. Ngoài ra, nên dùng thêm một số loại vitamin nhóm B như B6, bepanthene, biotine, vitamin A, beta carotene, dầu gan cá, vitamin E, kẽm, cystin, lecithin... để giúp ích cho tóc và da đầu. "
Ăn uống khi bị "xót dạ dày"," “Xót dạ dày” chỉ là một triệu chứng. Muốn xác định bệnh gì, bạn nên đi khám thêm, nếu cần bác sĩ sẽ đề nghị bạn chụp phim dạ dày hoặc nội soi để biết rõ bệnh. Hiện tại, bạn nên hạn chế các món ăn chua, cay, cứng hoặc rau sống, ăn uống đúng giờ giấc. "
Màu da tự nhiên,"Ðể phù hợp với xu hướng trang điểm gương mặt sao cho thật tự nhiên, bạn có thể chọn các màu cùng tông với màu da. Nền : sử dụng phấn màu da hơi có sắc vàng Lông mày : màu nâu kẻ nhẹ nhàng Má : màu hồng ngả đất đánh vát hai bên Mắt : xung quanh mắt dùng màu mắt màu kem trắng, viền mí trên bằng màu mắt nước đen, nhấn màu vàng cho bầu mắt phía trên. Môi : chọn màu cam đánh nhẹ sau đó là thoa lên một lượt son bóng"
Ngón tay nhạy cảm,"đó là bệnh cảnh của hiện tượng Raynauds. Đó là tình trạng tổn thương mạch gây co thắt các mạch máu nhỏ ở các đầu chi, bệnh thường liên quan đến các bệnh về mô liên kết như xơ cứng bì, viêm bì cơ, lupus đỏ, viêm khớp dạng thấp... Triệu chứng trên có thể xuất hiện nguyên phát không kèm theo các bệnh về mô liên kết, gọi là bệnh Raynauds. Để tìm ra nguyên nhân cụ thể nhằm có hướng điều trị chính xác và hiệu quả, bệnh nhân cần đi khám và thực hiện một số xét nghiệm tại các trung tâm chuyên khoa da liễu. Ngoài việc sử dụng các nhóm thuốc giãn mạch dưới chỉ định và theo dõi chặt chẽ của bác sĩ chuyên khoa, bệnh nhân cần thực hiện một số biện pháp sau: Tránh tiếp xúc với nước lạnh, không chỉ tại chỗ mà cả toàn thân vì các đầu chi vẫn có thể bị ảnh hưởng bởi hiện tượng này. Mang vớ giữ ấm. Tắm nước nhiệt độ khoảng 43 o C. "
Các loại thuốc bổ thận tráng dương dễ kiếm,"Tắc kè: được xem là bổ ngang với nhân sâm; vị mặn, tính ôn, có tác dụng chữa hen suyễn, lao phổi, bổ thận, tráng dương, cường tinh. Đuôi tắc kè là bộ phận quý nhất. Các nghiên cứu cho thấy, đuôi tắc kè chứa nhiều chất béo với một tinh thể đặc biệt chưa rõ hoạt chất. Động vật này cũng có nhiều axit amin, giúp chống mệt mỏi. Thuốc chế từ tắc kè có thể chống vi khuẩn gram dương và gram âm; không gây dị ứng, kích thích sự tăng trưởng, tăng hồng cầu, tăng huyết sắc tố và không ảnh hưởng tới hệ bạch cầu. Kinh nghiệm dân gian giúp thử để biết tắc kè thật hay dởm: đem nướng vàng tắc kè, giã nhỏ, ngậm một ít vào lưỡi, chạy một quãng đường không phải thở mệt thì đó là tắc kè thật. Chế biến và sử dụng: Tắc kè được mổ bụng, bỏ hết ruột, dùng que căng hai chân trước, 2 chân sau và 1 que xuyên suốt từ đầu đến đuôi, đem phơi hoặc sấy khô. Đuôi được quấn chặt bằng giấy bản để bảo vệ. Khi dùng bỏ mắt, chặt 4 bàn chân, sấy thật khô, tán nhỏ viên thành hoàn hoặc đem ngâm rượu. Mỗi ngày dùng 3-4 g. Trong sinh hoạt tình dục, tắc kè giúp kéo dài, chống hoạt tinh và chống mệt mỏi. Cá ngựa Sống chủ yếu ở nước mặn, có đầu giống đầu ngựa, thân dài 15-20 cm, có khi tới 30 cm, có nhiều màu khác nhau nhưng theo kinh nghiệm dân gian thì trắng và vàng tốt hơn cả. Ở Trung Quốc, cá ngựa được xem là loại thuốc quý, kích dục cho nam giới (bổ thận, tráng dương). Đối với nữ, nó chữa đau bụng, suy mòn, thiếu máu sau sinh đẻ và có tác dụng đối với những người đẻ khó. Theo y học cổ truyền, cá ngựa tính ôn, vị ngọt, không độc, có tác dụng bồi bổ cơ thể, dễ dùng. Ngày dùng 4-12 g dưới dạng thuốc sắc hoặc bột, chia làm 3 lần, mỗi lần 1-3 g chiêu với rượu. Sau khi bỏ ruột, uốn đuôi cho cong đem phơi hoặc sấy khô, người ta thường buộc thành cặp 2 con, xem đó là một đực và một cái; nhưng thực ra là không đúng vì không phân biệt được đực hay cái. Cẩu thận Thực chất, cẩu thận là dương vật và tinh hoàn của chó chứ không phải là thận chó. Theo y học cổ truyền, cẩu thận vị mặn, tính đại nhiệt, có tác dụng tráng dương ích khí, dùng cho người liệt dương, di tinh, đau lưng, mỏi gối. Các nghiên cứu gần đây còn cho thấy trong cẩu thận có nội tiết tố nam (androsteron), protit và chất béo... đều là những chất bồi bổ hiệu nghiệm cho nam giới. Chế biến và sử dụng: Lấy toàn bộ dương vật và tinh hoàn chó, đem sấy khô, tán thành bột hoàn thành viên hoặc đem ngâm rượu. Mỗi ngày dùng 4-12 g"
Bệnh tiểu đường,"Tiểu đường là gì ? Tiểu đường là xuất hiện đường trong nước tiểu ( bình thường không có), làm cho nước tiểu có vị ngọt. Ðây là bệnh lý nội khoa mãn tính, có mức đường tăng bất thường trong máu. Ðường trong máu tăng làm xuất hiện đường trong nước tiểu. Bình thường, đường trong máu được kiểm soát bằng insulin, là một nội tiết tố của tuyến tuỵ. Insulin có tác dụng làm giảm đường trong máu. Khi đường máu tăng ( chẳng hạn sau khi ăn), insulin sẽ đưa mức đường huyết trở về bình thường. Ở người bị tiểu đường do sự sản xuất insulin không đủ, đó là nguyên nhân làm tăng đường huyết. Tiểu đường là một bệnh lý mãn tính ảnh hưởng đến cuộc sống người bệnh. Về lâu dài, bệnh tiểu đường có thể gây tổn thương mạch máu, thần kinh, suy thận. Bệnh tiểu đường cũng là một yếu tố nguy cơ quan trọng làm tăng tình trạng xơ vữa động mạch, đột quị, bệnh mạch vành tim và gây ra các bệnh lý mạch máu khác trong cơ thể. Bệnh tiểu đường chiếm tỷ lệ khá cao và tỷ lệ thuận với tình trạng dinh dưỡng. Có rất nhiều người bị bệnh tiểu đường mà không hề hay biết. Chi phí trực tiếp và gián tiếp cho điều trị bệnh tiểu đường cũng khá cao, vì bệnh tiểu đường phải điều trị suốt đời. Tử vong do bệnh tiểu đường đứng hàng thứ ba sau bệnh tim và ung thư. Nguyên nhân nào gây ra bệnh tiểu đường? Bệnh tiểu đường loại 1 là do thiếu insulin. Do tuỵ sản xuất không đủ insulin ( thiếu insulin tương đối hay tuyệt đối so với nhu cầu của cơ thể ) hoặc do tế bào không sử dụng được insulin, làm tăng đường huyết và tiểu đường. Thường bị ảnh hưởng nhất là tế bào cơ và mô mỡ, kết quả của quá trình này được gọi là  kháng insulin. Kháng insulin là vấn đề chính trong bệnh tiểu đường loại 2. Glucose là loại đường đơn có trong thức ăn. Glucose là chất dinh dưỡng chính cung cấp năng lượng cho các tế bào trong cơ thể hoạt động. Sau khi ăn, thức ăn được tiêu hoá ở dạ dày và ruột. Sau khi ăn vào, glucose trong thức ăn sẽ được hấp thu ở ruột bởi những tế bào của ruột, sau đó nó được vận chuyển trong máu đi đến các tế bào của cơ thể. Tuy nhiên glucose không thể vào trong tế bào một mình được, mà nó phải nhờ đến insulin để đưa vào trong tế bào. Nếu không có insulin, tế bào không sử dụng được năng lượng từ glucose, và như vậy làm cho nồng độ glucose trong máu tăng. Làm cho glucose bị thải nhiều qua nước tiểu. Insulin là một nội tiết tố được tế bào đặc biệt của tuyến tuỵ bài tiết ra. Nó có tác dụng giúp đưa glucose vào trong tế bào, cũng như insulin giữ vai trò quan trọng trong việc điều hòa glucose máu. Tuỵ là một cơ quan nằm sâu trong bụng, phía sau bao tử . Sau khi ăn, glucose trong máu tăng lên. Ðể đáp ứng với sự tăng này, tuỵ sẽ bài tiết ra insulin giúp đưa glucose vào trong tế bào và như thế sẽ làm mức đường trong máu trở về bình thường. Khi glucose trong máu thấp, tuỵ sẽ ngưng bài tiết insulin. Ở người bình thường, với hệ thống điều hoà như vậy giúp kiểm soát được mức đường trong máu. Còn ở bệnh nhân bị tiểu đường, chất insulin bị thiếu hụt ( tiểu đường loại 1) hoặc bài tiết không đủ cho nhu cầu của cơ thể ( tiểu đường loại 2 ). Cả hai nguyên nhân này đều làm tăng lượng đường trong máu."
Móm xương và chỉnh nha ," Kết quả chỉnh nha tùy thuộc vào bệnh nhân bị móm xương nhiều hay ít. Ở tuổi 32, bạn vẫn có thể chỉnh móm xương được, thời gian điều trị tùy vào mức độ móm nhiều hay ít. Bạn có thể liện hệ với Bệnh viện Răng Hàm Mặt TPHCM hoặc các cơ sở nha khoa có uy tín để được điều trị ngoài giờ hành chánh. "
Lé không thường xuyên," Vì chỉ lé từng lúc nên có thể chưa ảnh hưởng tới các chức năng mắt. Trường hợp này chỉ có cách điều trị duy nhất là mổ chỉnh cơ để 2 mắt thẳng lại. Riêng trường hợp con ông đã đi khám, có lẽ các chức năng mắt của cháu còn tốt nên bác sĩ không chỉ định điều trị về chức năng và phẫu thuật. Điều trị cho cháu chỉ là tập quy tụ mắt hằng ngày để kiểm soát độ lé, ngăn ngừa lé tiến triển, hẹn tái khám từ 4-6 tháng một lần để kiểm tra lại tình trạng mắt. Việc quyết định mổ chỉnh lé hay không phụ thuộc vào việc lé có ảnh hưởng trên chức năng mắt hoặc chờ khi bé trên 10 tuổi (vì khi đó mổ chỉnh lé chỉ chích tê tại mắt, còn dưới 10 tuổi mổ lé cần gây mê toàn thân, nên chỉ quyết định mổ lé cho trẻ dưới 10 tuổi khi thật cần thiết). Theo tôi, ông nên cho cháu tuân thủ chế độ điều trị, đi tái khám đúng hẹn và nếu có thắc mắc về tình trạng lé của cháu nên hỏi trực tiếp bác sĩ điều trị để được trả lời cụ thể. "
Người bị tiểu đường cẩn thận khi mang dép," Đối với những người bị tiểu đường, mang giày dép không thích hợp làm tăng nguy cơ phải cắt cụt chi. Tỉ lệ cắt cụt chi nói chung ở người bị bệnh tiểu đường là 936/10.000 bệnh nhân, trong đó đàn ông và người độc thân có nguy cơ cao hơn những đối tượng khác.Theo nghiên cứu của các nhà khoa học thuộc Đại học West Indies (Barbados), nguy cơ cắt cụt chi tăng gấp 3 lần ở những đàn ông không mang giày dép, 2 hoặc 4 lần ở phụ nữ thường xuyên mang giày đế mềm đi làm hay ra phố, 2 lần ở những người mang dép tông và 4 lần ở những người mang giày dép thời trang. Các nhà nghiên cứu nhấn mạnh sự cần thiết phải cải thiện chất lượng giày dép, đặc biệt là giày dép cho người bị tiểu đường, cũng như các dịch vụ chữa bệnh và phẫu thuật chân. "
Da kích ứng,"Mụn cám thường xuất hiện ở những người độ tuổi 20 có da nhờn. Hiện tại da mặt của bạn khô, bong vẩy, ngứa, xuất hiện nhiều mụn viêm là có thể do bạn sử dụng sữa rửa mặt không đúng cách hoặc dùng kem không rõ nguồn gốc gây dị ứng. Những mụn đỏ mới có trên da mặt bạn là mụn trứng cá viêm. Việc điều trị cần phải qua nhiều bước, vì thế bạn nên đến bệnh viện có chuyên khoa da liễu để được điều trị kịp thời và hiệu quả. Trước mắt, để tránh da bị nám hoặc có sẹo, bạn có thể thực hiện những sự chỉ dẫn sau: Ngưng sử dụng các sản phẩm trị mụn, sữa rửa mặt không rõ nguồn gốc. Tránh massage mặt khi da bị dị ứng và có mụn trứng cá. Tránh tiếp xúc với ánh nắng mặt trời. Tránh cào gãi, nặn mụn. Sử dụng nước ấm khi rửa mặt để cải thiện tình trạng ngứa. Có thể dùng kèm theo các sản phẩm rửa mặt làm ẩm da không có chất xà phòng và uống kèm thuốc kháng dị ứng. "
Dùng thuốc cao huyết áp lâu ngày,"Điều trị cao huyết áp là một điều trị toàn diện, bao gồm điều trị không dùng thuốc (thay đổi lối sống, hạn chế rượu, bia, thuốc lá, hạn chế ăn mặn, vận động thể lực mỗi ngày tối thiểu 30 phút...) và dùng thuốc. Thông thường khi điều trị không dùng thuốc mà không hiệu quả, huyết áp chưa đạt mục tiêu, thì bác sĩ mới cho bệnh nhân dùng thuốc. Thuốc chữa cao huyết áp gồm nhiều nhóm khác nhau. Thuốc Zestril (chứ không phải Zetril) là biệt dược của nhóm ức chế men chuyển Lisinopril, được con người phát hiện hơn 100 năm và sử dụng từ gần 30 năm nay. Thuốc dùng tương đối an toàn và hiệu quả ở bệnh nhân có sự theo dõi của bác sĩ. Trong nhiều thử nghiệm lớn, người ta đã cho bệnh nhân sử dụng Zestril đến 5 năm. Tuy nhiên, Zestril cũng có thể gây ra những tác dụng phụ như ho, tụt huyết áp, phù, dị ứng, tăng kali máu, ảnh hưởng đến thai... Theo tôi, bạn nên đưa má đi kiểm tra sức khỏe định kỳ để bác sĩ đánh giá hiệu quả điều trị, tránh các tác dụng và tương tác thuốc có thể xảy ra."
Bóng đè,"hiện tượng rối loạn giấc ngủ dạng ngủ không sâu. Vì không mô tả kỹ nên không biết là cháu có hay gặp ác mộng mỗi đêm không. Cháu có thể thử áp dụng vài biện pháp vệ sinh giấc ngủ như không sử dụng trà, cà phê vào buổi chiều, tắm nước ấm khoảng 20 phút trước khi ngủ, không nên ngủ nhiều ban ngày, tránh ăn quá nhiều hay những loại đồ ăn khó tiêu trước khi ngủ... Nếu mọi chuyện vẫn không cải thiện thì cháu nên xin gia đình cho đi khám bác sĩ chuyên khoa tâm thần để có hướng điều trị thích hợp. "
Trang điểm trong đêm Giáng sinh,"1. Vẻ đẹp mang sắc màu hội họa Với kiểu trang điểm này, điểm nhấn nằm ở đôi mắt với những màu sắc rực rỡ, lung linh từ lông mi cho đến lông mày. Những loại phấn nhũ thường không bám tốt và để những màu sắc lấp lánh được giữ lâu hơn, bạn có thể cho một lớp vaseline trước khi sử dụng phấn màu. Bước tiếp theo là tạo nên hàng lông mi đầy màu sắc. Bạn cần bôi một lớp mascara, loại mascara trong suốt (MAC Pro Lash) để tạo một lớp nền lý tưởng trên đó bạn có thể sử dụng thêm nhiều màu sắc khác nhau. Để làm nổi bật gò má, bạn chỉ cần dùng một lớp kem Giorgio Armani và sản phẩm còn có thể được dùng để đánh một lớp ngoài cùng cho toàn bộ khuôn mặt. 2. Vẻ trang trọng và duyên dáng Những sắc màu tinh tế và một sắc đỏ hây hây trên khuôn mặt tươi tắn là những nét đặc trưng của kiểu trang điểm này. Trong kiểu trang điểm này, một lớp phấn nền hoàn hảo là hết sức quan trọng. Hãy sử dụng loại phấn nền tốt nhất được kết hợp với cả phấn che và các thành phần chống lão hóa với những thành phần khuếch tán ánh sáng và còn có vai trò như một sản phẩm dưỡng da. Sản phẩm cuối cùng cần cân nhắc là son môi. 3. Vẻ đẹp tự nhiên Khi sử dụng những màu sắc sáng, mạnh, những màu sắc trung tính, bạn phải phụ thuộc rất nhiều vào sự tinh tế của màu sắc và kết cấu bên trong của các sản phẩm. Bạn lại thường xuyên sử dụng màu sắc trung tính nhiều hơn là màu sắc sặc sỡ. Trong kiểu trang điểm này, màu bơ được sử dụng trên mi mắt để tạo độ sâu và màu đỏ tía được sử dụng để kẻ đường viền cho mắt. Đối với đôi môi, bạn cũng phải chọn một màu sắc trung tín. Tuy nhiên bạn cũng có thể làm nổi bật đôi môi bằng những loại son nước bóng. Cây chì kẻ môi là một sản phẩm bạn nên cân nhắc. Tránh màu đậm do dó không thích hợp với màu sắc trung tín bạn đã chọn cho đôi môi."
Để có đôi mắt đẹp,"Xông hơi mắt: Lấy một ít hoa cúc khô hoặc nhúng hai túi trà đun sôi với nước cho tinh chất hòa tan ra, đổ vào một cái chậu nhỏ vừa đủ, ghé mặt vào cách khoảng 30 cm, trùm khăn tắm lên đầu để hơi nước xông lên mặt. Xông khoảng 5 phút, mở to mắt cho nước mắt trào ra, giúp thông tuyến lệ. Sau đó lấy khăn khô lau chậm, nhẹ (nhớ không chà sát). Nên ngồi nghỉ ngơi ở nơi thoáng gió, tránh trang điểm trong vài giờ. Đắp mặt nạ: Có thể làm giảm quầng thâm bằng các loại mặt nạ. Có nhiều loại mặt nạ trên thị trường, nhưng mặt nạ bằng dưỡng chất rau quả tự làm có thể có tác động rất hiệu quả. Chẳng hạn trộn quả bơ và sữa tươi thành một hỗn hợp sệt đắp lên mắt. Thành phần hỗn hợp này sẽ giúp vùng da thâm trũng dưới mắt căng lên và nhạt màu đi. Đắp dưa chuột: Nếu không có nhiều thời gian, chỉ cần băm nhỏ quả dưa chuột rồi đắp quanh mắt, giữ trong khoảng 15 phút và thư giãn. Nếu như trong thực đơn hằng ngày có đủ lượng vitamin C, E, A, Betacaroten, ta sẽ không lo lắng nhiều về nguy cơ giảm thị lực. Giữ gìn đôi mắt &gt; Tránh tình trạng căng thẳng tư duy, cố gắng ngủ đủ giấc, bảo đảm chế độ dinh dưỡng tốt, giữ gìn đôi mắt và vùng da mỏng manh quanh mắt... Tất cả những việc đó giúp ta tránh được sự lão hóa sớm và ngăn cản sự xuất hiện nếp nhăn ở vùng mắt. &gt; Mí mắt mọng là do hiện tượng trữ nước hay một số nguyên nhân khác như thiếu ngủ hoặc ngủ quá nhiều, bị stress hoặc do tích mỡ dưới mí mắt. Vì thế, không nên uống hoặc ăn nhiều rồi đi ngủ ngay. Đừng thoa các loại kem lạ lên da hay thoa quá đậm đặc vì chúng có thể làm các mô quanh mắt bị phồng lên. Đắp túi bã chè lên mắt, chất axit tannic có hiệu quả phục hồi mắt rất tốt (cũng có thể đắp bằng những lát dưa chuột), hoặc đắp miếng gạc lạnh trên mắt cũng làm giảm đi sự mệt mỏi cho mắt. &gt; Quầng thâm quanh mắt xuất hiện khi ta không ngủ đủ giấc. Làn da mệt mỏi xung quanh mắt bị mất tính đàn hồi, khiến mí mắt bị xệ. Các tế bào máu đỏ dẫn tới vùng da quanh mắt bị hiện rõ ra vì da ở đây quá mỏng, làm cho da trở nên đậm màu hơn các vùng da khác. Ngoài ra, mí mắt thâm quầng có thể do di truyền. Cách tốt nhất vẫn là cần có một chế độ nghỉ ngơi điều độ và hợp lý. &gt; Khi mua mỹ phẩm cho mắt, nên tránh loại có chứa cồn và hương thơm. Chỉ bắt đầu trang điểm khi mặt và mắt đã được rửa sạch, cố gắng không để chệch tay, phải xoa đi xoa lại, vừa không còn chính xác, vừa rất mau tổn thương và làm hằn nếp nhăn cho mắt. &gt; Khi máy vi tính hoạt động, màn hình sẽ phát ra tia bức xạ. Khi làm việc với máy vi tính nên ngồi cách xa màn hình ít nhất 30 cm (với màn hình 14 inch) và 40 cm (với màn hình 17 hay 20 inch). Nên điều chỉnh màn hình để mắt không phải hướng lên điều tiết nhiều, cứ mỗi giờ nên rời mắt khỏi màn hình 5 - 10 phút."
Bí quyết tạo nền khi trang điểm,"Bạn không nên dùng mu bàn tay, gò má, mũi hay trán làm bảng thử màu cho kem nền. Khu vực lý tưởng giúp bạn thử màu nền là vùng da cổ, dưới tai. Đây là vùng có màu hồng tự nhiên, mềm mại và ít bị đốm đen như da tay. Khi thoa kem nền, chúng sẽ cho màu sắc trung thực nhất. Khi chọn kem có khả năng bắt sáng, đừng lầm tưởng độ bắt sáng với sự nhờn rít của kem nền. Độ bắt sáng là khi thoa kem nền, da bạn bóng nhẹ nhưng không nhờn. Ngược lại, khi kem nền tạo lớp nhờn dầu trên da, bạn không nên tiếp tục sử dụng loại này. Hãy chọn kem nền dạng lỏng chứa nhũ mịn hay loại có khả năng hấp thu ánh sáng. Bạn sẽ dễ tạo lớp nền mỏng, trong suốt, mang lại cho làn da sự mềm mại, mịn màng, căng bóng và trẻ trung. Hãy nhớ rằng lớp kem lót vô cùng quan trọng. Đừng quên thoa lớp kem lót dưỡng da trước khi thoa kem nền. Chúng tạo lớp màng bảo vệ da, chống lại ảnh hưởng từ các loại mỹ phẩm khác. Hãy thoa kem dưỡng khoảng 5 phút trước khi đánh kem nền để chất dinh dưỡng có thời gian thẩm thấu hoàn toàn vào da. Sau khi thoa, nên dùng tay vỗ nhẹ lên da giúp kem thấm nhanh chóng hơn. Bạn đừng thoa kem nền gói gọn trong khuôn của gương mặt vì sẽ tạo cảm giác đang đeo mặt nạ, làm gương mặt tách biệt hẳn với cổ; nhưng cũng đừng thoa kem nền bọc kín cả cổ. Nên thoa kem nền tận xuống hàm và cứ thế tán nhạt dần xuống dưới cổ cho đến khi mất hẳn đường ranh giới giữa mặt và cổ. Không nên dùng một loại kem nền duy nhất cho tất cả các mùa trong năm. Sự ảnh hưởng của thời tiết sẽ khiến da thay đổi rất rõ nét. Nên có ít nhất hai loại kem nền. Mùa nắng, da rất dễ đổ mồ hôi, bạn nên chọn loại lem nền oil-free (không chứa dầu) để tránh tình trạng bít kín lỗ chân lông, khiến da bị ''nghẹt thở''. Mùa lạnh, da thiếu nước, khô nẻ, bong tróc; hãy chọn kem nền chứa chất dưỡng, giúp da mềm mại. Đừng thoa kem nền như trát vôi vữa lên tường. Miếng mousse mềm khó có thể giúp bạn tán mỏng kem trên da. Cách này cũng làm hao phí một lượng kem đáng kể vì chúng thấm vào miếng mousse mỗi khi bạn tán mỏng kem ra. Hãy thay thế miếng mouse bằng những ngón tay của bạn. Lấy một lượng kem nền vừa đủ, chấm lên những vùng trọng điểm của gương mặt như trán, đầu mũi, hai má, cằm. Tiếp đến, lấy phần bụng ở đầu ngón tán kem thật mỏng, đều lên da. Sự tiếp xúc giữa các ngón tay và da mặt sẽ giúp bạn dễ kiểm soát lượng kem tán trên da đầy đủ, đều hay chưa. Chú ý: Luôn thoa kem theo hướng ra ngoài. Bạn không nên thường xuyên dùng kem nền không thấm nước (waterproof) trừ những khi đi biển hay bơi lội. Chúng bám rất chắc vào da, bít kín các lỗ chân lông. Điều này sẽ gây bất lợi cho bạn trong quá trình tẩy trang. Thay vì dùng kem nền không thấm nước, bạn chỉ cần dùng loại thông thường. Tuy nhiên, khi trang điểm, nên dùng đầu ngón tay miết nhẹ kem sát vào da, lớp kem nền sẽ bền hơn."
Acid béo omega 3 và tim mạch," Sau khi nhồi máu cơ tim người ta nên hoạt động vừa sức, và luôn đặt dưới sự theo dõi, kiểm tra định kỳ của bác sĩ chuyên khoa. Việc quan hệ vợ chồng không có kiêng cữ. Acid béo omega 3, có trong dầu cải, cá, hải sản, rau quả lá xanh..., được cho là có khả năng làm giảm cholesterol xấu (LDL) trong máu, giảm kết tập tiểu cầu (một trong những nguy cơ tạo thành cục máu đông gây tai biến tim mạch), điều hòa nhịp tim... Tuy nhiên, những khả năng này vẫn còn tranh cãi, chưa được sự công nhận của tất cả mọi người. "
Công dụng của chì,"Công dụng của chìChì trang điểm gồm có 7 loại: Chì chân mày, chì má hồng, chì viền mí, chì bóng mắt, chì viền môi, chì che khuyết điểm và son môi với kiểu dáng bút chì. Sau đây là công dụng của từng loại Có 3 màu thông dụng: Đen, nâu và trắng. Chì trắng chỉ dành cho mí dưới, có tác dụng làm mắt trông to hơn. Chì mềm sẽ giúp bạn thao tác nhẹ nhàng hơn. Chì bóng mắt Trong trường hợp trang điểm nhanh, bạn có thể dùng chì bóng mắt thay thế phấn mắt. Chấm chì trên mí mắt rồi dùng ngón tay tản mỏng màu. Chì chân mày Dùng để tạo dáng cho chân mày. Tán đầu chì theo khung mày tự nhiên, bắt đầu từ đầu đến đuôi chân mày. Thực hiện theo chiều lông mày mọc, tán chì từ từ để kiểm soát độ đậm nhạt theo ý muốn. Chì che khuyết điểm Giúp bề mặt da trông láng mịn, không tỳ vết. Bạn có thể chấm chì trực tiếp trên các đốm mụn, tàn nhang... Chì che khuyết điểm có nhiều màu: Đỏ, vàng, kem, xanh... Bạn có thể chọn màu tùy theo màu của vết khuyết điểm và sắc da riêng của mỗi người. Chì má hồng Tô chì lên vùng má, rồi dùng đầu ngón tay tán đều màu ra. Má hồng dạng chì còn có thể dùng son môi. Chì viền môi Giúp vành môi sắc nét hơn. Để bờ môi trông tự nhiên, bạn nhớ chọn chì viền môi cùng tông màu với son môi. Son môi Son môi được thiết kế theo kiểu dáng cây viết là dạng son nước, có độ bóng hoặc ảnh nhũ. Dạng son này rất được ưa chuộng do có chứa chất dưỡng môi, gam màu trẻ trung, đồng thời lại rất tiện dụng, vì bạn không cần thoa thêm son dưỡng môi hoặc son bóng."
